OBJECTID,quadrat,tag,StemTag,lx,ly,dbh_2018,hom,codes_2018,status_2018,status_2022,comment_2022,mortality,census_status,dbh_2023,status_2023,codes_2023,code_choices,notes_2023,DBH check,living_status,crown_position,crown_intact,crown_living,fad,fad_choices,liana_load,lean_angle,wounded_main_stem,rotting_trunk,canker_swelling_deformity,dead_with_resprout,crown_check,GlobalID,CreationDate,Creator,EditDate,Editor,species,dbh_2018_mm,numeric_tag,hom_alert,lean_direction
105,0104,10083,9,2.8,16.7,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,dc60b45c-5f86-4ac1-8ed2-4e5748fdbe28,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
106,0104,10086,2,5.7,19.2,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,b68413df-a5c7-43d3-a5e2-bdf52f528d53,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
107,0104,10086,3,5.7,19.2,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,5a8edb76-cfd2-4b63-b372-a092b0a7c305,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
108,0104,10086,4,5.7,19.2,2.9,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,4be14929-6086-400d-916a-65f8a1c47047,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,29,,,
109,0104,10086,5,5.7,19.2,2.9,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,78459d47-cb3c-4848-9835-09f19c021168,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,29,,,
110,0104,10087,2,3.3,18.4,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,6f6c42fa-8c47-4c70-8d12-ff99d0012a0a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
111,0104,10087,3,3.3,18.4,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,ab7b8a21-8d3b-4a7a-8688-4e6479129b39,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
112,0104,10087,4,3.3,18.4,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,3f2d7e63-210d-47c1-8f38-b16b3572245e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
113,0104,10087,5,3.3,18.4,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,0f55b127-7e7a-439a-a130-d4d763eed526,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
114,0104,10087,6,3.3,18.4,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9338c125-3c8e-467f-b379-bbcd3926814c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
115,0104,10087,7,3.3,18.4,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,eeb04666-0148-4ad6-8e15-353087a6d62b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
116,0105,10089,2,9.6,9.4,2.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8528f0ec-3d25-43a8-b7e6-67f18e56e784,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
117,0105,10089,3,9.6,9.4,2.3,1.3,L;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,a615b1c9-ced4-4a01-9180-ed0b76f4128a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
118,0105,10089,4,9.6,9.4,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,0eed33d4-26dd-4898-9fd9-ee2f14eb0d46,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
119,0105,10090,2,10.5,9.3,2.4,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,48853d44-3db2-411f-a119-74ecd675ca26,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,24,,,
120,0105,10090,3,10.5,9.3,1.8,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,1a48512d-1263-4992-af06-5f7a7b86ad35,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
121,0105,10092,2,10,8.7,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,d1052b6b-5f21-4a5f-956b-19dfde70b598,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
122,0105,10092,3,10,8.7,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,398d73bb-532b-451e-9fbd-d98956cf0f35,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
123,0105,10092,4,10,8.7,,,DC,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f4f46237-0635-4108-9aed-6948fef3de35,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
124,0105,10092,5,10,8.7,2.2,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,e9bf25c5-4fd3-498e-a5d5-a9efe0082413,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,22,,,
125,0105,10092,6,10,8.7,2.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,37c1d2f6-3512-4a52-8fe0-3007ae010e0f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,22,,,
126,0105,10092,7,10,8.7,1.9,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,564c9ba4-938f-4594-8625-e8df22ddcb02,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
127,0105,10092,8,10,8.7,1.9,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,ca393850-b5ec-4eec-acd0-6e5e0487da97,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
128,0105,10092,9,10,8.7,1.8,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,169bcdd2-2a4b-4f27-8d5c-70800c7db638,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
129,0105,10092,10,10,8.7,1.7,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,473059ea-4757-45b0-abc8-f46f27c529f8,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
130,0105,10094,2,8.9,9.5,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,10e1f560-a408-4213-9ee6-0634f177e460,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
131,0105,10094,3,8.9,9.5,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,d1f8c62b-4c67-42b7-bf06-07236d20b315,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
132,0105,10094,4,8.9,9.5,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,3f5cf157-c2b8-47ff-8769-701ecab80746,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
133,0105,10094,5,8.9,9.5,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,24dc2886-5559-482f-bf70-f8e14a1f5f1b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
134,0105,10094,6,8.9,9.5,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,da3c5456-bb42-4a54-9c07-c2ba171051cf,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
135,0105,10094,7,8.9,9.5,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,c92553fd-048c-48c2-afdc-ec65508c29ed,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
136,0105,10094,8,8.9,9.5,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,10165862-bcdc-4d87-82fe-3beb07c6e56c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
137,0105,10094,9,8.9,9.5,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,39b20cd3-4f65-4670-8b25-31292e93e6fb,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
138,0105,10095,2,11.5,9,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,aeb00458-5d65-4c9b-a896-496aaed8f56a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
139,0105,10095,3,11.5,9,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,e66773dc-89cf-40b8-8993-f2a5e0e2a20b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
140,0105,10095,4,11.5,9,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,973993ea-e2f5-4889-b26f-72808e77ade5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
141,0105,10095,5,11.5,9,3.3,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,741cc70f-a06b-419e-9b1e-7ddf1ff42e46,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,33,,,
142,0105,10095,6,11.5,9,2.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,cb3ed62c-8bd0-4744-be7d-af6e7c36a983,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
143,0105,10095,7,11.5,9,2.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,e960eeae-dcd9-4329-9daf-8014ac5a5074,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,22,,,
144,0105,10095,8,11.5,9,2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,f310debd-6f7d-4815-938a-9baaf41066e3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,20,,,
145,0105,10095,9,11.5,9,1.7,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,ce7ab87a-8440-4ccc-9d96-270bb5588860,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
146,0105,10095,10,11.5,9,1.7,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,b6ea3b64-3988-43ee-b561-14600847981d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
147,0105,10095,11,11.5,9,1.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,f29381ff-c628-4467-81df-d5dac50de2bc,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
148,0105,10096,2,11,8.8,2.6,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,6c3a1ce7-3e42-4e30-b701-f31ba5c31c34,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,26,,,
149,0105,10097,2,10.4,10.1,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,66ed819e-23c7-4209-a112-af98c764b5b5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
150,0105,10097,3,10.4,10.1,2.7,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,39d828dd-6e3e-4e1f-9aaf-10d40842e36f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,27,,,
151,0105,10097,4,10.4,10.1,1.7,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,870a0a13-af5f-4c0c-8102-92acfd0d7441,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
152,0105,10098,2,10.4,10.1,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,8d932b5e-e2b5-4edf-8018-7dcabc39d18e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
153,0105,10098,3,10.4,10.1,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,937f7be9-02de-4b1d-b48b-fc72ab13ca41,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
154,0105,10098,4,10.4,10.1,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2b33c6ad-c075-468d-98b6-78403c5e7ea7,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
155,0105,10098,5,10.4,10.1,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,e250a14d-0257-4812-b7db-b0ab42d257b7,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
156,0105,10098,6,10.4,10.1,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f46a6ceb-b251-40fb-8693-e23645f11c60,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
157,0105,10099,2,7.8,9.4,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9d919c25-7b7c-4746-aab8-0411ea467b39,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
158,0105,10099,3,7.8,9.4,,,DC,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,379bbf61-1ba4-4f71-9125-6cbf96f43643,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
159,0105,10099,4,7.8,9.4,3.2,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,96186d25-7d9c-4ce4-bb25-be8426cbcb27,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,32,,,
160,0105,10099,5,7.8,9.4,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,521af5c3-1054-4442-b9a8-faec57292703,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
161,0105,10099,6,7.8,9.4,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2768b94f-3e1d-48de-a766-6fa340e7850a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
162,0105,10099,7,7.8,9.4,2.6,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7983fe2c-d0f5-42b8-b8e1-a22e32ae8eef,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,26,,,
163,0105,10099,8,7.8,9.4,2.5,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,e23bc14b-c8c3-4756-b57e-d398e8cb95ba,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,25,,,
164,0101,10111,2,16.6,0.7,4.6,1.3,M,alive,,,0,1,0,DC,,,,,,,,,,,,,,,,,,8c9953dd-4dae-436e-b8c2-f4d680bdc8d5,3/30/2023 4:12:54 PM,shuej21,4/10/2023 3:02:34 PM,shuej21,,46,,,
165,0101,10111,3,16.6,0.7,,1.3,DS;WR,stem dead,,,0,1,29,LI,,,,,,,,,,,,,,,,,,cc4ad38b-12d9-498b-960e-561fd7db87cf,3/30/2023 4:12:54 PM,shuej21,4/10/2023 3:05:22 PM,shuej21,,,,,
166,0101,10111,4,16.6,0.7,2.4,1.3,L;S,alive,,,0,1,0,DC,,,,,,,,,,,,,,,,,,f9ff6157-1d9e-4da0-a559-ddd486dd0a10,3/30/2023 4:12:54 PM,shuej21,4/10/2023 3:13:14 PM,shuej21,,24,,,
167,0101,10111,5,16.6,0.7,2.5,1.3,L;S,alive,,,0,1,0,DC,,,,,,,,,,,,,,,,,,6c0af74b-b750-4028-9e2a-5d1f5c908151,3/30/2023 4:12:54 PM,shuej21,4/10/2023 3:13:32 PM,shuej21,,25,,,
168,0101,10111,6,16.6,0.7,2.5,1.3,S,alive,,,0,1,27,LI,,,Double white,,,,,,,,,,,,,,,3d0a12d0-5cc2-498d-b3dc-fcd583e25e71,3/30/2023 4:12:54 PM,shuej21,4/10/2023 3:14:54 PM,shuej21,,25,,,
169,0101,10111,7,16.6,0.7,,,DS;WR,stem dead,,,0,1,0,DN,,,,,,,,,,,,,,,,,,61403a46-b28e-4aec-bce4-c8e8ffb381b8,3/30/2023 4:12:54 PM,shuej21,4/10/2023 3:18:11 PM,shuej21,,,,,
170,0101,10111,8,16.6,0.7,1.9,1.3,S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,8ae5d90f-a1b8-49ce-96fa-dfb66224e097,3/30/2023 4:12:54 PM,shuej21,4/10/2023 3:18:39 PM,shuej21,,19,,,
171,0101,10111,9,16.6,0.7,1.2,1.3,L;S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,2f8f4b58-5dd1-47ef-a312-d457a7cd471c,3/30/2023 4:12:54 PM,shuej21,4/10/2023 3:19:04 PM,shuej21,,12,,,
172,0101,10111,10,16.6,0.7,1.1,1.3,S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,b4ca4899-e21b-42c1-82ff-2756d7c4dd9d,3/30/2023 4:12:54 PM,shuej21,4/10/2023 3:19:32 PM,shuej21,,11,,,
173,0101,10113,2,19.5,0.3,2.5,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,3dcfd70e-c246-442b-82f8-4c1a9e54c392,3/30/2023 4:12:54 PM,shuej21,4/10/2023 2:42:01 PM,shuej21,,25,,,
174,0101,10113,3,19.5,0.3,4,1.3,S,alive,,,0,1,42,LI,,,,,,,,,,,,,,,,,,0d8c7ab2-65c0-403b-ab75-6ecbaf16c12d,3/30/2023 4:12:54 PM,shuej21,4/10/2023 2:43:48 PM,shuej21,,40,,,
175,0101,10113,4,19.5,0.3,3.5,1.3,S,alive,,,0,1,29,LI,,,,"DBH decreased more than expected (-6), check measurement",,,,,,,,,,,,,,8100c421-00c5-4d80-936b-addcf406bcf3,3/30/2023 4:12:54 PM,shuej21,4/10/2023 2:46:56 PM,shuej21,,35,,,
176,0101,10113,5,19.5,0.3,2.2,1.3,S,alive,,,0,1,31,LI,,,,,,,,,,,,,,,,,,7b3cfe2f-6a58-4f93-b163-3ce814cfc35c,3/30/2023 4:12:54 PM,shuej21,4/10/2023 2:51:07 PM,shuej21,,22,,,
177,0101,10113,6,19.5,0.3,1.2,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,09bbe50d-eec0-44ba-9e15-5a8bb56ecc05,3/30/2023 4:12:54 PM,shuej21,4/10/2023 2:50:25 PM,shuej21,,12,,,
178,0101,10114,2,18.5,2,2.8,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,ba5b9154-2b18-4390-959a-83e0c321e53a,3/30/2023 4:12:54 PM,shuej21,4/10/2023 4:10:01 PM,shuej21,,28,,,
179,0101,10114,3,18.5,2,1.8,1.3,S,alive,,,0,1,20,LI,,,,,,,,,,,,,,,,,,e94c4292-63a6-4c62-a28b-37c9200d1696,3/30/2023 4:12:54 PM,shuej21,4/10/2023 4:11:49 PM,shuej21,,18,,,
180,0101,10114,4,18.5,2,1.3,1.3,S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,2b111217-3e53-4e40-b42f-ce664b8707af,3/30/2023 4:12:54 PM,shuej21,4/10/2023 4:17:12 PM,shuej21,,13,,,
181,0101,10115,2,19.7,3.9,3.1,1.3,S,alive,,,0,1,0,DC,,,,,,,,,,,,,,,,,,3b3736fb-96be-4770-8815-a1472b346173,3/30/2023 4:12:54 PM,shuej21,4/10/2023 5:16:22 PM,shuej21,,31,,,
182,0101,10115,3,19.7,3.9,2.3,1.3,S,alive,,,0,0,0,DS,,,,,,,,,,,,,,,,,,1f64a249-f12f-4898-9b89-08bd667fc4c0,3/30/2023 4:12:54 PM,shuej21,4/10/2023 5:16:56 PM,shuej21,,23,,,
183,0101,10115,4,19.7,3.9,2.8,1.3,S,alive,,,0,0,0,DS,,,,,,,,,,,,,,,,,,69219229-16d9-435f-816d-8c1cc9bee6dc,3/30/2023 4:12:54 PM,shuej21,4/10/2023 5:19:59 PM,shuej21,,28,,,
184,0101,10115,5,19.7,3.9,1.8,1.3,S,alive,,,0,0,27,LI,,,,,,,,,,,,,,,,,,49e53a46-9ecc-4212-9850-8bdce56db2f0,3/30/2023 4:12:54 PM,shuej21,4/10/2023 5:24:01 PM,shuej21,,18,,,
185,0101,10115,6,19.7,3.9,1.4,1.3,S,alive,,,0,0,20,LI,,,Double white,,,,,,,,,,,,,,,25347da5-8093-4289-8f6e-b064bad23654,3/30/2023 4:12:54 PM,shuej21,4/10/2023 5:29:45 PM,shuej21,,14,,,
186,0101,10115,7,19.7,3.9,1.2,1.3,S,alive,,,0,0,13,LI,,,Double blue,,,,,,,,,,,,,,,86703a26-314b-4dfa-bf6c-bca4079d5824,3/30/2023 4:12:54 PM,shuej21,4/10/2023 5:35:37 PM,shuej21,,12,,,
187,0101,10115,8,19.7,3.9,1.1,1.3,S,alive,,,0,0,0,DN,,,,,,,,,,,,,,,,,,e3941874-bd5c-4a9f-9ca8-02985cdc26da,3/30/2023 4:12:54 PM,shuej21,4/10/2023 5:38:09 PM,shuej21,,11,,,
188,0101,10118,2,15.9,9.6,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,034ea1a0-12ff-434e-8548-fead8bce0373,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
189,0101,10119,2,15.7,9.4,7.7,1.3,S,alive,,"stem not sampled, info automatically filled from previous year info",0,1,78,LI,,,,,,,,,,,,,,,,,,e37c792d-0802-4f1b-b7fd-adf0c9c4f6a3,3/30/2023 4:12:54 PM,shuej21,4/10/2023 6:16:44 PM,shuej21,,77,,,
190,0101,10119,3,15.7,9.4,9,1.3,S,alive,,"stem not sampled, info automatically filled from previous year info",0,1,86,LI,,,,,,,,,,,,,,,,,,22b3f069-bb30-4a88-a38e-230d2b497209,3/30/2023 4:12:54 PM,shuej21,4/10/2023 6:21:28 PM,shuej21,,90,,,
191,0101,10121,2,15.6,11.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,a215dcee-16dd-4d49-bb4b-9612f50cbadb,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
192,0101,10128,2,15.6,11.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,97c51aa6-31cd-46b7-9a56-cd0123394e8b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
193,0101,10132,2,15.6,3,2.3,1.3,M,alive,,,0,1,29,LI,,,,,,,,,,,,,,,,,,b23022b5-8418-4f10-914b-783ded76a1ad,3/30/2023 4:12:54 PM,shuej21,4/11/2023 3:52:51 PM,shuej21,,23,,,
194,0101,10132,3,15.6,3,2.7,1.3,S,alive,,,0,1,35,LI,,,,,,,,,,,,,,,,,,37045282-1e60-4299-bd6a-257be61ae715,3/30/2023 4:12:54 PM,shuej21,4/11/2023 3:51:18 PM,shuej21,,27,,,
195,0101,10132,4,18.4,3,2.8,1.3,S,alive,,,0,1,36,LI,,,Stem tag here,,,,,,,,,,,,,,,bf8d3364-6a5a-4654-b7f0-f7657776b296,3/30/2023 4:12:54 PM,shuej21,4/11/2023 3:50:34 PM,shuej21,,28,,,
196,0101,10132,5,18.4,3,2.6,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,74341824-9a40-463a-aced-50595d0b552c,3/30/2023 4:12:54 PM,shuej21,4/11/2023 3:52:08 PM,shuej21,,26,,,
197,0101,10132,6,18.4,3,1.3,1.3,S,alive,,,0,1,25,LI,,,Double white wire,,,,,,,,,,,,,,,47b2bfc1-7f7a-43a9-aa25-0dd6755bde35,3/30/2023 4:12:54 PM,shuej21,4/11/2023 3:54:25 PM,shuej21,,13,,,
198,0101,10132,7,18.4,3,1.2,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,defa225c-590c-44ec-9d64-30adf8742a76,3/30/2023 4:12:54 PM,shuej21,4/11/2023 3:56:58 PM,shuej21,,12,,,
199,0101,10132,8,18.4,3,1.1,1.3,S,alive,,,0,1,11,LI,,,Double red wire,,,,,,,,,,,,,,,63c64b1b-a2e2-4528-90ab-a1528eb6051c,3/30/2023 4:12:54 PM,shuej21,4/11/2023 3:59:10 PM,shuej21,,11,,,
200,0101,10132,9,18.4,3,1,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,bfed95d8-339d-4765-899d-bfd52daa33ad,3/30/2023 4:12:54 PM,shuej21,4/11/2023 3:57:19 PM,shuej21,,10,,,
201,0101,10133,2,15.2,6.1,3.9,1.3,M,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,1f336b7a-dbbf-4a7b-b4c6-09d500868ffa,3/30/2023 4:12:54 PM,shuej21,4/11/2023 5:27:49 PM,shuej21,,39,,,
202,0101,10133,3,15.2,6.1,3.4,1.3,S,alive,,,0,1,50,LI,,,,,,,,,,,,,,,,,,b6b38dec-4b29-40b1-b0c6-d160ae19f293,3/30/2023 4:12:54 PM,shuej21,4/11/2023 5:29:30 PM,shuej21,,34,,,
203,0101,10133,4,15.2,6.1,4,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,d81be78a-2ed3-4190-ac30-57f6f4c21456,3/30/2023 4:12:54 PM,shuej21,4/11/2023 5:31:26 PM,shuej21,,40,,,
204,0101,10133,5,15.2,6.1,4.2,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,242a252f-ed27-4ebb-8edf-5f40c76c439b,3/30/2023 4:12:54 PM,shuej21,4/11/2023 5:31:54 PM,shuej21,,42,,,
205,0101,10133,6,15.2,6.1,3,1.3,S,alive,,,0,1,43,LI,M,M,Double white wire,,,,,,,,,,,,,,,e62867ed-9f49-4f10-9903-65f29ffbc7e6,3/30/2023 4:12:54 PM,shuej21,4/11/2023 5:51:14 PM,shuej21,,30,,,
206,0101,10133,7,15.6,6.1,2.8,1.3,S,alive,,,0,1,29,LI,,,Double blue,,,,,,,,,,,,,,,03d8d205-d542-4dda-b0d1-c99c9bb3e3c0,3/30/2023 4:12:54 PM,shuej21,4/11/2023 5:35:22 PM,shuej21,,28,,,
207,0101,10133,8,15.6,6.1,3.3,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,f5f6e8a1-4849-4c99-98b3-a43a73856955,3/30/2023 4:12:54 PM,shuej21,4/11/2023 5:37:17 PM,shuej21,,33,,,
208,0101,10133,9,15.6,6.1,2.4,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,4b15c141-1d9e-4c3e-9cc5-4e718e39619a,3/30/2023 4:12:54 PM,shuej21,4/11/2023 5:38:08 PM,shuej21,,24,,,
